,region,date,weighted_avg_sars_cov2,gene_copies_per_day,regional_pop,avg_r_lower,avg_r_avg,avg_r_upper,temp,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,compo_frac,sars_below_lod,sars_below_loq,reception_delay
408,north west,2020-11-13,3192.665404366482,2907399372105.7197,2276623.920666244,0.9358055024911447,1.0358055024911448,1.1358055024911446,"(162.32229798496874, 25.833363140534754, 2.9208198409758817, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 1.0, 0.0, 0.0, 24.4697878706204)",162.32229798496874,25.833363140534754,2.9208198409758817,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,1.0,0.0,0.0,24.4697878706204
414,north west,2020-11-20,3192.665404366482,2907399372105.7197,2276623.920666244,0.8715098081861964,0.9536576553386705,1.0358055024911448,"(109.41991376382482, 19.26624456198201, 4.47821879268758, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 0.5231372771605357, 0.0, 0.0, 23.80209332089367)",109.41991376382482,19.26624456198201,4.47821879268758,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,0.5231372771605357,0.0,0.0,23.80209332089367
420,north west,2020-11-27,3192.665404366482,2907399372105.7197,2276623.920666244,0.7358055024911447,0.8358055024911447,0.9358055024911447,"(168.97805660434543, 26.78763634901904, 3.3808201536476963, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 1.0, 0.0, 0.0, 24.437964496377017)",168.97805660434543,26.78763634901904,3.3808201536476963,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,1.0,0.0,0.0,24.437964496377017
426,north west,2020-12-04,3192.665404366482,2907399372105.7197,2276623.920666244,0.7000505983980465,0.8000252991990234,0.9,"(110.70403588426376, 19.186035010860433, 3.403503674659539, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 0.9722580442792162, 0.0, 0.0, 24.047374294160058)",110.70403588426376,19.186035010860433,3.403503674659539,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,0.9722580442792162,0.0,0.0,24.047374294160058
432,north west,2020-12-11,9474.637670513803,8628074704134.89,2276623.920666244,0.7000505983980465,0.8000505983980466,0.9000505983980466,"(166.11982037599375, 18.379095170353132, 2.261110766610117, 7.434668877208096, 4106586272.0703664, 2.0, 15.40892461617194, 1.0, 0.3865514740902618, 0.0, 24.700639865220875)",166.11982037599375,18.379095170353132,2.261110766610117,7.434668877208096,4106586272.0703664,2.0,15.40892461617194,1.0,0.3865514740902618,0.0,24.700639865220875
438,north west,2020-12-18,3192.665404366482,2907399372105.7197,2276623.920666244,0.9000505983980466,1.0000505983980468,1.1000505983980466,"(182.1828507179671, 21.303186082377415, 3.357522764874888, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 0.9840864881715907, 0.0, 0.0, 23.615881141485932)",182.1828507179671,21.303186082377415,3.357522764874888,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,0.9840864881715907,0.0,0.0,23.615881141485932
442,north west,2020-12-23,3057.694993890609,2833472069300.3047,2316673.241577144,0.9000505983980466,1.0000505983980468,1.1000505983980466,"(187.22414270745003, 19.357778915080367, 2.32106330821618, 7.428298081132721, 4059895356.8925247, 2.0, 1.6299106549964368, 1.0, 0.0, 0.0, 24.223114694102044)",187.22414270745003,19.357778915080367,2.32106330821618,7.428298081132721,4059895356.8925247,2.0,1.6299106549964368,1.0,0.0,0.0,24.223114694102044
447,north west,2021-01-08,3192.665404366482,2907399372105.7197,2276623.920666244,1.0357549040930982,1.2178774520465492,1.4,"(266.31135979904195, 25.367148003503175, 2.996456672769416, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 0.9552415834844862, 0.0, 0.0, 24.775787609208347)",266.31135979904195,25.367148003503175,2.996456672769416,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,0.9552415834844862,0.0,0.0,24.775787609208347
451,north west,2021-01-15,3192.665404366482,2907399372105.7197,2276623.920666244,1.1642956943049485,1.2964182422583994,1.4285407902118503,"(91.02374249788791, 7.683862307121885, 1.3338639608011362, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 0.9502848989874296, 0.0, 0.0, 23.72269812366306)",91.02374249788791,7.683862307121885,1.3338639608011362,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,0.9502848989874296,0.0,0.0,23.72269812366306
455,north west,2021-01-22,3192.665404366482,2907399372105.7197,2276623.920666244,0.8642956943049485,1.0142956943049486,1.1642956943049485,"(61.13927677794529, 7.223195373001764, 1.0052720570486229, 7.434668877208096, 4106586272.0703664, 2.0, 1.6866434708533036, 1.0, 0.0, 0.0, 24.00740127636027)",61.13927677794529,7.223195373001764,1.0052720570486229,7.434668877208096,4106586272.0703664,2.0,1.6866434708533036,1.0,0.0,0.0,24.00740127636027
459,north west,2021-01-29,3122.663673560227,2893676549992.785,2316673.241577144,0.8,0.9500000000000001,1.0999999999999999,"(120.95222987618597, 12.375260316165647, 1.4734450881187409, 7.431024315399787, 4059895356.8925247, 2.0, 1.6616407721706326, 0.5872051707935676, 0.0, 0.0, 24.587650454127765)",120.95222987618597,12.375260316165647,1.4734450881187409,7.431024315399787,4059895356.8925247,2.0,1.6616407721706326,0.5872051707935676,0.0,0.0,24.587650454127765
463,north west,2021-02-05,3225.9267440475883,2856191564206.0615,2213465.920666244,0.7357043056950514,0.8678268536485025,0.9999494016019533,"(71.51896892460435, 14.94578253631918, 3.395260747579823, 7.427098048648959, 4223205732.8587317, 2.0, 1.7088608579982758, 0.8942829894893675, 0.0, 0.0, 23.6314663064868)",71.51896892460435,14.94578253631918,3.395260747579823,7.427098048648959,4223205732.8587317,2.0,1.7088608579982758,0.8942829894893675,0.0,0.0,23.6314663064868
467,south east,2020-09-04,2095.335069814648,2686374309929.631,3205184.636850547,0.8000275513177931,0.9001418312776728,1.0002561112375523,"(375.45181425930286, 37.81419132513877, 4.287004654784414, 7.610164438057378, 305055182.1689526, 2.0, 9.1630213911152, 0.6819402403281101, 0.0, 0.0, 23.36740046642788)",375.45181425930286,37.81419132513877,4.287004654784414,7.610164438057378,305055182.1689526,2.0,9.1630213911152,0.6819402403281101,0.0,0.0,23.36740046642788
471,south east,2020-09-11,1986.8761341684324,2547321944224.666,3205184.636850547,0.9978066228630504,1.098894873521649,1.1999831241802474,"(358.37386889095103, 44.78818344545475, 5.056229102818246, 7.610164438057378, 305055182.1689526, 2.0, 10.344518888682721, 0.5969755673556247, 0.0, 0.0, 23.99296295509119)",358.37386889095103,44.78818344545475,5.056229102818246,7.610164438057378,305055182.1689526,2.0,10.344518888682721,0.5969755673556247,0.0,0.0,23.99296295509119
475,south east,2020-09-18,5967.933028605055,7651330902815.152,3205184.636850547,1.0976393659005887,1.2480964857401076,1.3985536055796257,"(393.76629872190387, 40.12157249427802, 4.592736034379528, 7.610164438057378, 305055182.1689526, 2.0, 21.714191119073764, 0.6819402403281101, 0.0, 0.0, 23.316073522423018)",393.76629872190387,40.12157249427802,4.592736034379528,7.610164438057378,305055182.1689526,2.0,21.714191119073764,0.6819402403281101,0.0,0.0,23.316073522423018
479,south east,2020-09-25,2611.1466949739765,1482611261434.2566,1419502.0757432326,1.0023204582278744,1.1513464875291552,1.3003725168304365,"(356.1369551730788, 46.974746543702686, 4.303159326473259, 7.743849517709816, 594482493.5767102, 2.0, 7.12300510516094, 0.2993720442018372, 0.0, 0.0, 23.32575079603598)",356.1369551730788,46.974746543702686,4.303159326473259,7.743849517709816,594482493.5767102,2.0,7.12300510516094,0.2993720442018372,0.0,0.0,23.32575079603598
483,south east,2020-10-02,7859.986565231524,10077083273892.713,3205184.636850547,1.0981240370579004,1.248137812716797,1.3981515883756936,"(318.462961047423, 27.998106501362063, 3.3020047908812664, 7.610164438057378, 305055182.1689526, 2.0, 30.613610128906586, 0.5969755673556247, 0.0, 0.0, 25.436647814201287)",318.462961047423,27.998106501362063,3.3020047908812664,7.610164438057378,305055182.1689526,2.0,30.613610128906586,0.5969755673556247,0.0,0.0,25.436647814201287
487,south east,2020-10-09,3104.063199856337,3979638271997.0728,3205184.636850547,1.2021765013171972,1.3032869655445687,1.40439742977194,"(243.20771196661346, 36.782553289242614, 3.563249860740826, 7.6574226644447245, 305055182.1689526, 2.0, 6.181429940955504, 0.5969755673556247, 0.0, 0.0, 22.496303770517926)",243.20771196661346,36.782553289242614,3.563249860740826,7.6574226644447245,305055182.1689526,2.0,6.181429940955504,0.5969755673556247,0.0,0.0,22.496303770517926
491,south east,2020-10-16,2704.881099035248,3467857337254.08,3205184.636850547,1.2999004702268684,1.400050739414417,1.500201008601966,"(307.7455442645719, 37.27098258868773, 3.9154577495489704, 7.610164438057378, 305055182.1689526, 2.0, 7.330021878136397, 0.6819402403281101, 0.01843791737477583, 0.0, 23.595014679188054)",307.7455442645719,37.27098258868773,3.9154577495489704,7.610164438057378,305055182.1689526,2.0,7.330021878136397,0.6819402403281101,0.01843791737477583,0.0,23.595014679188054
495,south east,2020-10-23,12061.283430612226,15463456140999.348,3205184.636850547,1.2001565814644206,1.3491466215380323,1.4981366616116438,"(261.41405114424515, 30.60978810408602, 3.387058179142392, 7.611173500233616, 305055182.1689526, 2.0, 8.704115194767423, 0.6819402403281101, 0.1163601486013722, 0.0, 22.786093695513948)",261.41405114424515,30.60978810408602,3.387058179142392,7.611173500233616,305055182.1689526,2.0,8.704115194767423,0.6819402403281101,0.1163601486013722,0.0,22.786093695513948
499,south east,2020-10-30,31254.571709378757,40070669229697.81,3205184.636850547,1.1999724486822068,1.3000867286420865,1.400201008601966,"(266.74736845562666, 29.990558925675394, 3.2436610956213023, 7.610164438057378, 305055182.1689526, 2.0, 30.34013374754102, 0.6819402403281101, 0.41817972788757574, 0.0, 23.41201224856273)",266.74736845562666,29.990558925675394,3.2436610956213023,7.610164438057378,305055182.1689526,2.0,30.34013374754102,0.6819402403281101,0.41817972788757574,0.0,23.41201224856273
504,south east,2020-11-06,89885.61005106752,115239990563848.3,3205184.636850547,1.1979800801472231,1.2989540508459423,1.3999280215446612,"(321.0343289859556, 35.527374855112804, 4.17014628733446, 7.6096599069692585, 322932463.64873874, 2.0, 134.07214331294898, 0.7276355672227149, 0.8937339969982786, 0.0, 26.55800831317591)",321.0343289859556,35.527374855112804,4.17014628733446,7.6096599069692585,322932463.64873874,2.0,134.07214331294898,0.7276355672227149,0.8937339969982786,0.0,26.55800831317591
510,south east,2020-11-13,31835.765611179853,40815802735731.45,3205184.636850547,1.19795252882943,1.298926499528149,1.3999004702268683,"(331.6173940424803, 34.06841072598359, 3.7630782125136637, 7.610164438057378, 305055182.1689526, 2.0, 13.623439998023185, 0.7276355672227149, 0.3472456314628318, 0.0, 22.83396891566647)",331.6173940424803,34.06841072598359,3.7630782125136637,7.610164438057378,305055182.1689526,2.0,13.623439998023185,0.7276355672227149,0.3472456314628318,0.0,22.83396891566647
516,south east,2020-11-20,30325.27946800851,38879247943624.086,3205184.636850547,1.0977515202274641,1.1988397708860627,1.2999280215446616,"(300.36987286594956, 38.13024716927895, 3.8808026175752492, 7.610164438057378, 305055182.1689526, 2.0, 53.13718480958947, 0.7276355672227149, 0.9322056193758694, 0.0, 23.42553583882096)",300.36987286594956,38.13024716927895,3.8808026175752492,7.610164438057378,305055182.1689526,2.0,53.13718480958947,0.7276355672227149,0.9322056193758694,0.0,23.42553583882096
522,south east,2020-11-27,65913.21290469258,84505606947031.95,3205184.636850547,0.9977790715452572,1.0977652958863606,1.197751520227464,"(342.532457238058, 41.270298048737246, 4.1064744204258705, 7.610164438057378, 305055182.1689526, 2.0, 84.48535454381741, 0.7276355672227149, 0.9257761243450567, 0.16089085958696353, 22.553392307361467)",342.532457238058,41.270298048737246,4.1064744204258705,7.610164438057378,305055182.1689526,2.0,84.48535454381741,0.7276355672227149,0.9257761243450567,0.16089085958696353,22.553392307361467
528,south east,2020-12-04,14605.161693369204,18724895951322.035,3205184.636850547,0.899498453022936,0.9986165487153238,1.0977346444077116,"(213.09890623831083, 24.07979544227318, 2.7584533384661047, 7.610164438057378, 305055182.1689526, 2.0, 12.670407634867233, 0.6426708942502296, 0.18306499264566897, 0.0, 21.060341851096098)",213.09890623831083,24.07979544227318,2.7584533384661047,7.610164438057378,305055182.1689526,2.0,12.670407634867233,0.6426708942502296,0.18306499264566897,0.0,21.060341851096098
534,south east,2020-12-11,44724.04675485662,25394350881662.547,1419502.0757432326,0.8997270129426953,0.9997270129426952,1.0997270129426953,"(275.51208501405847, 37.757160071240364, 3.7847096563934417, 7.743849517709816, 594482493.5767102, 2.0, 40.49707338800215, 0.4025504489687099, 0.8968215952331274, 0.0, 23.386719564390468)",275.51208501405847,37.757160071240364,3.7847096563934417,7.743849517709816,594482493.5767102,2.0,40.49707338800215,0.4025504489687099,0.8968215952331274,0.0,23.386719564390468
540,south east,2020-12-18,143588.80743549895,184091455846381.12,3205184.636850547,1.101446394420374,1.2015606743802536,1.3016749543401334,"(259.95653068162613, 33.44483297566587, 3.3536237251929517, 7.610164438057378, 305055182.1689526, 2.0, 81.87255236098886, 0.6426708942502296, 0.42211615883566644, 0.22146153569408014, 22.68601396866353)",259.95653068162613,33.44483297566587,3.3536237251929517,7.610164438057378,305055182.1689526,2.0,81.87255236098886,0.6426708942502296,0.42211615883566644,0.22146153569408014,22.68601396866353
544,south east,2020-12-23,48326.76277152461,61958479033604.664,3205184.636850547,1.1994540258853903,1.300441772243006,1.4014295186006218,"(196.1510436243862, 28.079181773289104, 3.0476323415166267, 7.610164438057378, 305055182.1689526, 2.0, 68.44861519263932, 0.7276355672227149, 0.3623937696074084, 0.039265831863792185, 22.853314710415646)",196.1510436243862,28.079181773289104,3.0476323415166267,7.610164438057378,305055182.1689526,2.0,68.44861519263932,0.7276355672227149,0.3623937696074084,0.039265831863792185,22.853314710415646
551,south east,2021-01-08,8730.988872598218,11193772559585.955,3205184.636850547,1.1,1.2491403092611606,1.398280618522321,"(304.00496391558966, 38.49371144157362, 4.118343664386678, 7.610164438057378, 305055182.1689526, 2.0, 3.893381294180063, 0.6819402403281101, 0.0, 0.0, 22.953451320813183)",304.00496391558966,38.49371144157362,4.118343664386678,7.610164438057378,305055182.1689526,2.0,3.893381294180063,0.6819402403281101,0.0,0.0,22.953451320813183
556,south east,2021-01-15,49171.45318888899,63041434533057.125,3205184.636850547,1.0005184227968162,1.1016204491143116,1.2027224754318067,"(246.82479122128976, 29.799743103396636, 3.2399309776252503, 7.610164438057378, 305055182.1689526, 2.0, 57.140796055940214, 0.6819402403281101, 0.17932877696173935, 0.0, 22.777432931277975)",246.82479122128976,29.799743103396636,3.2399309776252503,7.610164438057378,305055182.1689526,2.0,57.140796055940214,0.6819402403281101,0.17932877696173935,0.0,22.777432931277975
562,south east,2021-01-22,14606.051571946424,18726036841379.785,3205184.636850547,0.6985980327171714,0.8485842570582747,0.9985704813993781,"(255.3366818983305, 30.932165754610065, 3.3157032074436463, 7.610164438057378, 305055182.1689526, 2.0, 30.20984595984561, 0.5969755673556247, 0.09016872894699708, 0.0, 22.859394700651926)",255.3366818983305,30.932165754610065,3.3157032074436463,7.610164438057378,305055182.1689526,2.0,30.20984595984561,0.5969755673556247,0.09016872894699708,0.0,22.859394700651926
566,south east,2021-01-29,19490.6680043246,11066817475904.39,1419502.0757432326,0.7002454357395115,0.8003957049270605,0.9005459741146095,"(220.6823261214405, 27.822148330974446, 2.879715683076284, 7.743849517709816, 594482493.5767102, 2.0, 33.495261765457485, 0.2993720442018372, 0.1714489912356925, 0.0, 23.07776695998168)",220.6823261214405,27.822148330974446,2.879715683076284,7.743849517709816,594482493.5767102,2.0,33.495261765457485,0.2993720442018372,0.1714489912356925,0.0,23.07776695998168
570,south east,2021-02-05,19303.87721459076,24748996271942.254,3205184.636850547,0.6022209284547427,0.7510966885684748,0.8999724486822068,"(152.93636793425594, 24.254108724400194, 2.680747417008342, 7.610164438057378, 305055182.1689526, 2.0, 42.979951892963584, 0.13258494792411485, 0.12470392037649733, 0.0, 22.605220134783085)",152.93636793425594,24.254108724400194,2.680747417008342,7.610164438057378,305055182.1689526,2.0,42.979951892963584,0.13258494792411485,0.12470392037649733,0.0,22.605220134783085
574,south west,2020-09-04,101.37543161838964,69409081717.71666,1711684.0,0.8,0.9499474011886976,1.0998948023773951,"(424.50313258755705, 35.43133195145833, 4.748691896231261, 7.483519247849696, 13015870.38032721, 2.0, 0.27038551848730025, 0.8791272220807111, 0.0, 0.0, 25.078709796901762)",424.50313258755705,35.43133195145833,4.748691896231261,7.483519247849696,13015870.38032721,2.0,0.27038551848730025,0.8791272220807111,0.0,0.0,25.078709796901762
578,south west,2020-09-11,97.20336739758092,66552579488.224365,1711684.0,0.900061324440529,1.0500087256292265,1.1999561268179237,"(411.83809628412723, 43.69679450178888, 5.231473228332546, 7.483519247849696, 13015870.38032721, 2.0, 0.25474027174049285, 0.9083171893877608, 0.0, 0.0, 25.159604089695687)",411.83809628412723,43.69679450178888,5.231473228332546,7.483519247849696,13015870.38032721,2.0,0.25474027174049285,0.9083171893877608,0.0,0.0,25.159604089695687
582,south west,2020-09-18,1154.5502088203293,790490047853.7666,1711684.0,0.9002542684272862,1.250043873182076,1.5998334779368664,"(504.14846431934865, 48.5556119003274, 5.8640620909387025, 7.483519247849696, 13015870.38032721, 2.0, 3.0025943585231696, 0.8791272220807111, 0.0, 0.0, 26.01220618603278)",504.14846431934865,48.5556119003274,5.8640620909387025,7.483519247849696,13015870.38032721,2.0,3.0025943585231696,0.8791272220807111,0.0,0.0,26.01220618603278
586,south west,2020-09-25,1870.3219754839763,1280560080113.7258,1711684.0,1.0999825487415473,1.2499825487415472,1.399982548741547,"(421.32025537423965, 40.46389987871593, 4.986966332224749, 7.483519247849696, 13015870.38032721, 2.0, 6.1177872179111805, 0.9083171893877608, 0.0, 0.0, 25.743720686762273)",421.32025537423965,40.46389987871593,4.986966332224749,7.483519247849696,13015870.38032721,2.0,6.1177872179111805,0.9083171893877608,0.0,0.0,25.743720686762273
590,south west,2020-10-02,337.2137055817114,230881321769.97043,1711684.0,1.1000438731820763,1.250043873182076,1.400043873182076,"(379.54877185274853, 34.43659343663901, 3.5768934766443907, 7.483519247849696, 13015870.38032721, 2.0, 0.5809128221935915, 0.9083171893877608, 0.0, 0.0, 26.509179498084926)",379.54877185274853,34.43659343663901,3.5768934766443907,7.483519247849696,13015870.38032721,2.0,0.5809128221935915,0.9083171893877608,0.0,0.0,26.509179498084926
594,south west,2020-10-09,4724.295193074531,3234600197305.0347,1711684.0,1.2998948023773949,1.4498641401571306,1.5998334779368664,"(264.2607864535744, 19.518946254098303, 2.13991683340239, 7.489239028679423, 13015870.38032721, 2.0, 3.4737891771453167, 0.9083171893877608, 0.0, 0.0, 25.433755373850158)",264.2607864535744,19.518946254098303,2.13991683340239,7.489239028679423,13015870.38032721,2.0,3.4737891771453167,0.9083171893877608,0.0,0.0,25.433755373850158
598,south west,2020-10-16,3952.0067017717706,2705834655726.2046,1711684.0,1.2999561268179238,1.4499254645976596,1.5998948023773953,"(136.90628644072154, 41.87136293848631, 4.540888823441981, 7.483519247849696, 13015870.38032721, 2.0, 10.074762628966015, 0.8791272220807111, 0.0, 0.0, 25.126204272128106)",136.90628644072154,41.87136293848631,4.540888823441981,7.483519247849696,13015870.38032721,2.0,10.074762628966015,0.8791272220807111,0.0,0.0,25.126204272128106
602,south west,2020-10-23,3237.7066127190037,2216772242274.126,1711684.0,1.2998509291953189,1.449828992604281,1.599807056013243,"(100.75293220010235, 28.863342766538683, 2.773205295699557, 7.474275753098881, 13015870.38032721, 2.0, 4.133100373103593, 0.8654342740833004, 0.0, 0.0, 25.762552550587607)",100.75293220010235,28.863342766538683,2.773205295699557,7.474275753098881,13015870.38032721,2.0,4.133100373103593,0.8654342740833004,0.0,0.0,25.762552550587607
606,south west,2020-10-30,16288.036946956528,11151988893405.736,1711684.0,1.1999999999999997,1.3499474011886976,1.4998948023773948,"(277.16817823850664, 21.6136670086301, 2.433648855162612, 7.483519247849696, 13015870.38032721, 2.0, 41.036130973563225, 0.8791272220807111, 0.0428829153044604, 0.0, 25.569381751148768)",277.16817823850664,21.6136670086301,2.433648855162612,7.483519247849696,13015870.38032721,2.0,41.036130973563225,0.8791272220807111,0.0428829153044604,0.0,25.569381751148768
610,south west,2020-11-06,127335.5723013694,87183304695638.88,1711684.0,1.1999561268179237,1.2999561268179236,1.399956126817924,"(96.36611196926536, 31.21090925661512, 3.336255709232367, 7.483519247849696, 13015870.38032721, 2.0, 10.367232573403975, 0.9083171893877608, 0.927497131479876, 0.0, 26.26728629038226)",96.36611196926536,31.21090925661512,3.336255709232367,7.483519247849696,13015870.38032721,2.0,10.367232573403975,0.9083171893877608,0.927497131479876,0.0,26.26728629038226
615,south west,2020-11-13,12762.260897866794,8363272923311.603,1638282.0,1.1999561268179237,1.2999561268179236,1.399956126817924,"(152.95596240451889, 24.82574870536592, 2.1199525308176552, 7.483891677481328, 13076356.58596017, 2.0, 48.14161109697989, 0.9042094096132411, 0.0, 0.0, 25.280343880561055)",152.95596240451889,24.82574870536592,2.1199525308176552,7.483891677481328,13076356.58596017,2.0,48.14161109697989,0.9042094096132411,0.0,0.0,25.280343880561055
619,south west,2020-11-20,19635.355702470042,13443809676090.691,1711684.0,1.000061324440529,1.1500087256292264,1.2999561268179238,"(245.92941220458917, 31.501010700573236, 3.310660926701607, 7.483519247849696, 13015870.38032721, 2.0, 34.51938906869722, 0.9083171893877608, 0.8362443067762507, 0.0, 25.879365642256396)",245.92941220458917,31.501010700573236,3.310660926701607,7.483519247849696,13015870.38032721,2.0,34.51938906869722,0.9083171893877608,0.8362443067762507,0.0,25.879365642256396
623,south west,2020-11-27,6065.670365896824,4153004365831.8955,1711684.0,0.900061324440529,1.000061324440529,1.100061324440529,"(367.20092026331963, 39.31745579207377, 3.8705159112237957, 7.483519247849696, 13015870.38032721, 2.0, 8.92383399512504, 0.8791272220807111, 0.0, 0.0, 24.97863258249381)",367.20092026331963,39.31745579207377,3.8705159112237957,7.483519247849696,13015870.38032721,2.0,8.92383399512504,0.8791272220807111,0.0,0.0,24.97863258249381
627,south west,2020-12-04,6102.638188415647,684222911574.6117,280298.0,0.7001665220631339,0.8500919866607933,1.0000174512584528,"(128.19075412596592, 13.387146464612142, 1.3174764017799212, 7.399357684451401, 9357309.393145867, 2.0, 6.329495736953471, 0.26187129412268373, 0.17825314486724844, 0.0, 24.118994427359453)",128.19075412596592,13.387146464612142,1.3174764017799212,7.399357684451401,9357309.393145867,2.0,6.329495736953471,0.26187129412268373,0.17825314486724844,0.0,24.118994427359453
631,south west,2020-12-11,2863.0476002102437,1960253107407.308,1711684.0,0.800061324440529,0.900061324440529,1.000061324440529,"(121.56033006092245, 29.360480778110137, 2.881912792165031, 7.483519247849696, 13015870.38032721, 2.0, 12.440521262059274, 0.8654342740833004, 0.0, 0.0, 26.239665557427653)",121.56033006092245,29.360480778110137,2.881912792165031,7.483519247849696,13015870.38032721,2.0,12.440521262059274,0.8654342740833004,0.0,0.0,26.239665557427653
