,region,date,weighted_avg_sars_cov2,gene_copies_per_day,regional_pop,avg_r_lower,avg_r_avg,avg_r_upper,temp,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,compo_frac,sars_below_lod,sars_below_loq,reception_delay
635,south west,2020-12-18,9246.931692255748,6331130010690.836,1711684.0,0.900166522063134,1.0501139232518313,1.2000613244405287,"(196.96711542551077, 20.92106720633014, 2.1746869265575195, 7.483519247849696, 13015870.38032721, 2.0, 16.803669458298966, 0.9083171893877608, 0.0, 0.0, 25.182260627545734)",196.96711542551077,20.92106720633014,2.1746869265575195,7.483519247849696,13015870.38032721,2.0,16.803669458298966,0.9083171893877608,0.0,0.0,25.182260627545734
638,south west,2020-12-23,9977.411849943423,6831270489983.423,1711684.0,1.000122648881058,1.100122648881058,1.2001226488810577,"(130.82116792585546, 12.133487033974815, 1.230864539961397, 7.483519247849696, 13015870.38032721, 2.0, 21.32826645255663, 0.8791272220807111, 0.0, 0.0, 25.30924989659306)",130.82116792585546,12.133487033974815,1.230864539961397,7.483519247849696,13015870.38032721,2.0,21.32826645255663,0.8791272220807111,0.0,0.0,25.30924989659306
644,south west,2021-01-08,4466.447231301224,3058058505065.0415,1711684.0,1.1,1.2999474011886976,1.4998948023773948,"(139.22652779368156, 35.04431775393691, 3.2014857615346988, 7.483519247849696, 13015870.38032721, 2.0, 2.8914079734829414, 0.9083171893877608, 0.0, 0.0, 25.218529977885325)",139.22652779368156,35.04431775393691,3.2014857615346988,7.483519247849696,13015870.38032721,2.0,2.8914079734829414,0.9083171893877608,0.0,0.0,25.218529977885325
648,south west,2021-01-15,9069.808997732414,6028593203084.763,1661720.0,1.199877351118942,1.3498247523076397,1.4997721534963369,"(313.0674602219387, 19.250813614808752, 2.070441112773298, 7.485529344854875, 3316836765.2564044, 2.0, 32.5187738690049, 0.9055605035746095, 0.06392894109717642, 0.0, 25.97552357396754)",313.0674602219387,19.250813614808752,2.070441112773298,7.485529344854875,3316836765.2564044,2.0,32.5187738690049,0.9055605035746095,0.06392894109717642,0.0,25.97552357396754
652,south west,2021-01-22,2414.152789864431,1652906681586.5234,1711684.0,0.8998773511189422,1.049877351118942,1.199877351118942,"(198.14588907765685, 10.788865918129735, 1.0009985672484902, 7.483519247849696, 13015870.38032721, 2.0, 0.32346312843571334, 0.8791272220807111, 0.0, 0.0, 26.779718608497053)",198.14588907765685,10.788865918129735,1.0009985672484902,7.483519247849696,13015870.38032721,2.0,0.32346312843571334,0.8791272220807111,0.0,0.0,26.779718608497053
656,south west,2021-01-29,4124.449627279864,2823901774328.3633,1711684.0,0.7999386755594711,0.9499080133392065,1.0998773511189421,"(76.89196954578064, 13.241711310539076, 1.2078269306752334, 7.483519247849696, 13015870.38032721, 2.0, 3.9289899095446663, 0.9083171893877608, 0.0, 0.0, 25.656146130555246)",76.89196954578064,13.241711310539076,1.2078269306752334,7.483519247849696,13015870.38032721,2.0,3.9289899095446663,0.9083171893877608,0.0,0.0,25.656146130555246
660,south west,2021-02-05,9629.875512050634,6184121160229.086,1605452.0,0.699938675559471,0.7999693377797356,0.9000000000000001,"(149.49954903665758, 19.343975409834897, 1.7459355610110239, 7.49566261711606, 13389544.283653451, 2.0, 6.569297833301703, 0.9684201084803532, 0.0, 0.0, 27.45050004609294)",149.49954903665758,19.343975409834897,1.7459355610110239,7.49566261711606,13389544.283653451,2.0,6.569297833301703,0.9684201084803532,0.0,0.0,27.45050004609294
664,west midlands,2020-09-04,4666.733305244317,18288980197451.438,9797528.057205936,0.8,0.9000291149564743,1.0000582299129483,"(415.71304608801466, 47.19745177305459, 4.9967388890046855, 7.516495642229984, 6619944.492091784, 2.0, 3.9983769126799182, 0.0, 0.0, 0.0, 19.17414924375461)",415.71304608801466,47.19745177305459,4.9967388890046855,7.516495642229984,6619944.492091784,2.0,3.9983769126799182,0.0,0.0,0.0,19.17414924375461
668,west midlands,2020-09-11,12230.79855676229,47932636808764.97,9797528.057205936,0.9000786512899446,1.0001077662464188,1.1001368812028933,"(346.43311899135375, 50.987909180831835, 5.899233289156265, 7.516495642229984, 6619944.492091784, 2.0, 6.829534852775584, 0.0, 0.0, 0.0, 19.128332604693362)",346.43311899135375,50.987909180831835,5.899233289156265,7.516495642229984,6619944.492091784,2.0,6.829534852775584,0.0,0.0,0.0,19.128332604693362
672,west midlands,2020-09-18,87484.93681209949,361687234474503.1,10335700.283219513,1.1998067376150476,1.3499231974409447,1.5000396572668417,"(399.70192580778826, 53.940385161557636, 7.564231007252463, 7.5029807390794625, 4809894.763686011, 2.0, 0.31456213399824007, 0.0, 0.9701925807788166, 0.0, 18.392402999585673)",399.70192580778826,53.940385161557636,7.564231007252463,7.5029807390794625,4809894.763686011,2.0,0.31456213399824007,0.0,0.9701925807788166,0.0,18.392402999585673
676,west midlands,2020-09-25,38193.68915677803,149681496448693.97,9797528.057205936,1.1999046247948377,1.3499046247948376,1.4999046247948378,"(391.12703347993585, 49.80956513039952, 6.187196392149365, 7.503119851203719, 6619944.492091784, 2.0, 23.34631416219928, 0.0, 0.9688014582095619, 0.0, 19.27140580094531)",391.12703347993585,49.80956513039952,6.187196392149365,7.503119851203719,6619944.492091784,2.0,23.34631416219928,0.0,0.9688014582095619,0.0,19.27140580094531
680,west midlands,2020-10-02,7547.619866721712,29579206963732.36,9797528.057205936,1.1999231974409446,1.3499231974409447,1.4999231974409448,"(305.39455751452107, 36.26751607564847, 4.025725630717546, 7.516495642229984, 6619944.492091784, 2.0, 30.725317861644886, 0.0, 0.0, 0.0, 19.483320142061928)",305.39455751452107,36.26751607564847,4.025725630717546,7.516495642229984,6619944.492091784,2.0,30.725317861644886,0.0,0.0,0.0,19.483320142061928
684,west midlands,2020-10-09,56677.42580395749,222119467809792.47,9797528.057205936,1.2000582299129485,1.3500339239289356,1.500009617944923,"(279.4645011672944, 33.53804242945047, 4.338647181297558, 7.516495642229984, 6619944.492091784, 2.0, 14.965201525442597, 0.0, 0.0, 0.0, 18.95611651827669)",279.4645011672944,33.53804242945047,4.338647181297558,7.516495642229984,6619944.492091784,2.0,14.965201525442597,0.0,0.0,0.0,18.95611651827669
688,west midlands,2020-10-16,8002.154847082809,33083149647744.074,10335700.283219513,1.2001068418809742,1.3500825358969615,1.5000582299129486,"(320.0, 40.23845935376947, 5.61490361424316, 7.5029807390794625, 4809894.763686011, 2.0, 1.522721467599628, 0.0, 0.0, 0.0, 19.139694843758566)",320.0,40.23845935376947,5.61490361424316,7.5029807390794625,4809894.763686011,2.0,1.522721467599628,0.0,0.0,0.0,19.139694843758566
692,west midlands,2020-10-23,25036.488567969925,98118279679440.4,9797528.057205936,1.100135032472004,1.2001734337515317,1.3002118350310592,"(302.40741134013194, 39.12479416716175, 4.417250891661117, 7.516495642229984, 6619944.492091784, 2.0, 92.18688155065495, 0.0, 0.9688014582095619, 0.0, 20.09551937970548)",302.40741134013194,39.12479416716175,4.417250891661117,7.516495642229984,6619944.492091784,2.0,92.18688155065495,0.0,0.9688014582095619,0.0,20.09551937970548
696,west midlands,2020-10-30,99466.32415921205,389809640678808.25,9797528.057205936,1.1999399213561621,1.2999690363126364,1.3999981512691109,"(491.0084586952976, 46.37137222333175, 6.285426871174627, 7.516495642229984, 6619944.492091784, 2.0, 153.81676005369414, 0.0, 1.0, 0.0, 18.796480754325984)",491.0084586952976,46.37137222333175,6.285426871174627,7.516495642229984,6619944.492091784,2.0,153.81676005369414,0.0,1.0,0.0,18.796480754325984
700,west midlands,2020-11-06,143429.59943331467,562102209872683.6,9797528.057205936,1.1000467632371367,1.2000317435761771,1.3000167239152176,"(365.809148155545, 48.282200198115596, 6.986452674295281, 7.516495642229984, 6619944.492091784, 2.0, 255.0678735256541, 0.0, 1.0, 0.0, 19.236606066195606)",365.809148155545,48.282200198115596,6.986452674295281,7.516495642229984,6619944.492091784,2.0,255.0678735256541,0.0,1.0,0.0,19.236606066195606
704,west midlands,2020-11-13,32382.703695257223,133879167901793.45,10335700.283219513,1.1000167239152177,1.2000167239152177,1.3000167239152176,"(337.6154064623054, 32.08942225766355, 3.8149036690335185, 7.5029807390794625, 4809894.763686011, 2.0, 24.581726849999626, 0.0, 0.9701925807788166, 0.0, 19.459839042667703)",337.6154064623054,32.08942225766355,3.8149036690335185,7.5029807390794625,4809894.763686011,2.0,24.581726849999626,0.0,0.9701925807788166,0.0,19.459839042667703
708,west midlands,2020-11-20,128789.25046038427,532450836983609.0,10335700.283219513,0.9999584940022692,1.0999876089587435,1.2000167239152175,"(397.6154064623054, 47.850962903894086, 5.002980739079462, 7.5029807390794625, 4809894.763686011, 2.0, 167.11090939439595, 0.0, 0.9701925807788166, 0.0, 18.585672139326064)",397.6154064623054,47.850962903894086,5.002980739079462,7.5029807390794625,4809894.763686011,2.0,167.11090939439595,0.0,0.9701925807788166,0.0,18.585672139326064
712,west midlands,2020-11-27,48352.31635005696,189493270428232.12,9797528.057205936,0.8999584940022691,0.9999584940022692,1.0999584940022693,"(287.71349685154985, 43.69243818225078, 4.956180778726466, 7.516495642229984, 6619944.492091784, 2.0, 36.429913157901424, 0.0, 0.9688014582095619, 0.0, 18.861052348009718)",287.71349685154985,43.69243818225078,4.956180778726466,7.516495642229984,6619944.492091784,2.0,36.429913157901424,0.0,0.9688014582095619,0.0,18.861052348009718
716,west midlands,2020-12-04,2886.744736731289,11934611357206.408,10335700.283219513,0.7999303034112395,0.850012839308201,0.9000953752051624,"(248.8077032311527, 40.88077032311527, 4.976154058937739, 7.5029807390794625, 4809894.763686011, 2.0, 10.912721172021353, 0.0, 0.0, 0.0, 18.901121021126684)",248.8077032311527,40.88077032311527,4.976154058937739,7.5029807390794625,4809894.763686011,2.0,10.912721172021353,0.0,0.0,0.0,18.901121021126684
720,west midlands,2020-12-11,19205.136243642355,75265144475819.44,9797528.057205936,0.7999885333241881,0.899988533324188,0.9999885333241881,"(241.78344050432318, 47.66707656261714, 5.005938595167074, 7.516495642229984, 6619944.492091784, 2.0, 18.595947026035038, 0.0, 1.0, 0.0, 19.20127149549606)",241.78344050432318,47.66707656261714,5.005938595167074,7.516495642229984,6619944.492091784,2.0,18.595947026035038,0.0,1.0,0.0,19.20127149549606
724,west midlands,2020-12-18,49181.5769960271,192743152206483.8,9797528.057205936,0.9999303034112395,1.099959418367714,1.199988533324188,"(260.84748425061, 29.30897513975087, 3.7356548647285908, 7.516495642229984, 6619944.492091784, 2.0, 11.348452830197433, 0.0, 0.9108279747838426, 0.0, 18.532927820700024)",260.84748425061,29.30897513975087,3.7356548647285908,7.516495642229984,6619944.492091784,2.0,11.348452830197433,0.0,0.9108279747838426,0.0,18.532927820700024
727,west midlands,2020-12-23,6011.6915810617675,23559886774688.555,9797528.057205936,1.0000071059702949,1.100007105970295,1.200007105970295,"(270.4004574210076, 13.30445818630576, 1.7531788119382736, 7.516495642229984, 6619944.492091784, 2.0, 6.820777359245948, 0.0, 0.0, 0.0, 18.53682877043955)",270.4004574210076,13.30445818630576,1.7531788119382736,7.516495642229984,6619944.492091784,2.0,6.820777359245948,0.0,0.0,0.0,18.53682877043955
733,west midlands,2021-01-08,8215.637874941507,32197177035033.27,9797528.057205936,1.0999699606780813,1.2500140952955148,1.4000582299129485,"(413.12218758608725, 42.659826318458705, 4.697505547001526, 7.516495642229984, 6619944.492091784, 2.0, 4.096074456913208, 0.0, 0.0, 0.0, 19.728077163375207)",413.12218758608725,42.659826318458705,4.697505547001526,7.516495642229984,6619944.492091784,2.0,4.096074456913208,0.0,0.0,0.0,19.728077163375207
737,west midlands,2021-01-15,48630.578548122685,190583783105355.62,9797528.057205936,1.199962854707786,1.3000069893252197,1.4000511239426536,"(227.71349685154985, 32.65540271830355, 3.8829322889469604, 7.516495642229984, 6619944.492091784, 2.0, 20.200553901117782, 0.0, 0.8796294329934046, 0.0, 18.648836858525588)",227.71349685154985,32.65540271830355,3.8829322889469604,7.516495642229984,6619944.492091784,2.0,20.200553901117782,0.0,0.8796294329934046,0.0,18.648836858525588
741,west midlands,2021-01-22,8325.392964151513,32627308461415.734,9797528.057205936,0.8999628547077863,1.0499628547077862,1.199962854707786,"(243.66948623176583, 31.48289559002803, 3.3142721433758906, 7.516495642229984, 6619944.492091784, 2.0, 8.856790758390437, 0.0, 0.0, 0.0, 19.662299105751313)",243.66948623176583,31.48289559002803,3.3142721433758906,7.516495642229984,6619944.492091784,2.0,8.856790758390437,0.0,0.0,0.0,19.662299105751313
745,west midlands,2021-01-29,4601.842030843097,112572100495.29617,61156.0,0.799981427353893,0.9499721410308396,1.0999628547077864,"(130.0, 29.000000000000004, 2.0999999046325684, 7.599999904632568, 11268850.0, 2.0, 15.770971298217772, 0.0, 0.0, 0.0, 22.3)",130.0,29.000000000000004,2.0999999046325684,7.599999904632568,11268850.0,2.0,15.770971298217772,0.0,0.0,0.0,22.3
749,west midlands,2021-02-05,7524.244632126842,29487599157017.555,9797528.057205936,0.6999814273538931,0.800005733337906,0.9000300393219188,"(275.4659330472674, 28.2109559142244, 3.3358102191581835, 7.516495642229984, 6619944.492091784, 2.0, 17.30358807275205, 0.0, 0.0, 0.0, 20.083053375556975)",275.4659330472674,28.2109559142244,3.3358102191581835,7.516495642229984,6619944.492091784,2.0,17.30358807275205,0.0,0.0,0.0,20.083053375556975
753,yorkshire and the humber,2020-09-04,356.9918474413606,305067731452.262,2136377.438579829,0.8,0.9,1.0,"(162.17709407608345, 18.444987672059437, 1.66728762083102, 7.403649479853563, 6175356.686293889, 2.0, 2.075336945598821, 1.0, 0.0, 0.0, 24.155949849813638)",162.17709407608345,18.444987672059437,1.66728762083102,7.403649479853563,6175356.686293889,2.0,2.075336945598821,1.0,0.0,0.0,24.155949849813638
757,yorkshire and the humber,2020-09-11,761.2354579920327,650514503160.4647,2136377.438579829,1.000869329145009,1.1008693291450091,1.200869329145009,"(267.905708186981, 33.10044412697165, 4.1228252003064325, 7.352040279156302, 1904587148.589596, 2.0, 2.609531450677178, 1.0, 0.0, 0.0, 25.15961112552381)",267.905708186981,33.10044412697165,4.1228252003064325,7.352040279156302,1904587148.589596,2.0,2.609531450677178,1.0,0.0,0.0,25.15961112552381
761,yorkshire and the humber,2020-09-18,10225.224383447334,8737975470885.291,2136377.438579829,1.1999999999999997,1.3005204409947442,1.4010408819894888,"(478.074829612616, 38.1575735242075, 5.207184510558865, 7.403649479853563, 6175356.686293889, 2.0, 13.017061944995474, 0.6885428632674934, 0.26631024064540576, 0.0, 27.110532791609625)",478.074829612616,38.1575735242075,5.207184510558865,7.403649479853563,6175356.686293889,2.0,13.017061944995474,0.6885428632674934,0.26631024064540576,0.0,27.110532791609625
765,yorkshire and the humber,2020-09-25,3755.3985668725886,3209179508456.6484,2136377.438579829,1.1999999999999997,1.35,1.5000000000000002,"(241.64606396570233, 16.80499980819259, 2.1674420862567354, 7.403649479853563, 6175356.686293889, 2.0, 5.758028650586402, 1.0, 0.0, 0.0, 24.480228943700773)",241.64606396570233,16.80499980819259,2.1674420862567354,7.403649479853563,6175356.686293889,2.0,5.758028650586402,1.0,0.0,0.0,24.480228943700773
770,yorkshire and the humber,2020-10-02,3145.164955464709,2687703780586.6943,2136377.438579829,1.1999999999999997,1.3994795590052558,1.5989591180105114,"(231.65483822858505, 24.27813970084359, 2.196590271054511, 7.403649479853563, 6175356.686293889, 2.0, 6.443899188148889, 0.6885428632674934, 0.0, 0.0, 24.546669267568223)",231.65483822858505,24.27813970084359,2.196590271054511,7.403649479853563,6175356.686293889,2.0,6.443899188148889,0.6885428632674934,0.0,0.0,24.546669267568223
774,yorkshire and the humber,2020-10-09,686.1965891186803,586389964569.4326,2136377.438579829,1.298959118010511,1.399002006221631,1.499044894432751,"(83.59199102112, 8.293707749151464, 1.1357965778968464, 7.403649479853563, 6175356.686293889, 2.0, 1.8727821358151486, 0.6885428632674934, 0.0, 0.0, 25.02310819456961)",83.59199102112,8.293707749151464,1.1357965778968464,7.403649479853563,6175356.686293889,2.0,1.8727821358151486,0.6885428632674934,0.0,0.0,25.02310819456961
778,yorkshire and the humber,2020-10-16,3012.5473293812142,2479460209182.164,2057611.0,1.29991422357776,1.3504775527836244,1.4010408819894888,"(203.66516314308194, 31.966311416492232, 3.0068628445808314, 7.362706347025907, 7253417.328874764, 2.0, 10.300626413813337, 0.6766201191576056, 0.0, 0.0, 24.523025699869088)",203.66516314308194,31.966311416492232,3.0068628445808314,7.362706347025907,7253417.328874764,2.0,10.300626413813337,0.6766201191576056,0.0,0.0,24.523025699869088
782,yorkshire and the humber,2020-10-23,24014.04573335909,20521226205509.023,2136377.438579829,1.1,1.2,1.3,"(390.33797907761783, 26.280800683786413, 3.2674933174283955, 7.310212427942413, 6175356.686293889, 2.0, 31.94408869533897, 0.6885428632674934, 0.47564412500552905, 0.0, 25.14510468923499)",390.33797907761783,26.280800683786413,3.2674933174283955,7.310212427942413,6175356.686293889,2.0,31.94408869533897,0.6885428632674934,0.47564412500552905,0.0,25.14510468923499
786,yorkshire and the humber,2020-10-30,20217.45281032966,17276844019816.26,2136377.438579829,1.0991306708549908,1.199130670854991,1.2991306708549908,"(91.86203405938774, 14.352308234953695, 1.290918997879237, 7.403649479853563, 6175356.686293889, 2.0, 35.76256301833134, 0.524355874994471, 0.4304972289184282, 0.0, 25.395319807478455)",91.86203405938774,14.352308234953695,1.290918997879237,7.403649479853563,6175356.686293889,2.0,35.76256301833134,0.524355874994471,0.4304972289184282,0.0,25.395319807478455
790,yorkshire and the humber,2020-11-06,40892.203587717566,34944472463445.18,2136377.438579829,1.099044894432751,1.1490877826438708,1.1991306708549907,"(246.15396938440475, 22.199390152663057, 2.5024272940195136, 7.403649479853563, 6175356.686293889, 2.0, 40.22991943166077, 0.524355874994471, 1.0, 0.0, 25.62924064473825)",246.15396938440475,22.199390152663057,2.5024272940195136,7.403649479853563,6175356.686293889,2.0,40.22991943166077,0.524355874994471,1.0,0.0,25.62924064473825
794,yorkshire and the humber,2020-11-13,21671.554720565913,18519448225586.086,2136377.438579829,0.9991306708549909,1.0991306708549908,1.1991306708549907,"(361.56346887509716, 31.91541580093231, 3.627014257246757, 7.403649479853563, 6175356.686293889, 2.0, 29.924959849286857, 1.0, 0.3114571367325066, 0.0, 25.291675610024654)",361.56346887509716,31.91541580093231,3.627014257246757,7.403649479853563,6175356.686293889,2.0,29.924959849286857,1.0,0.3114571367325066,0.0,25.291675610024654
798,yorkshire and the humber,2020-11-20,29154.777657390125,24914243685623.816,2136377.438579829,0.998089788865502,1.0486102298602464,1.0991306708549908,"(462.9386322353487, 30.700994536956827, 3.412833602916085, 7.403649479853563, 6175356.686293889, 2.0, 37.91778121908641, 0.6885428632674934, 0.0, 0.0, 25.356607256821206)",462.9386322353487,30.700994536956827,3.412833602916085,7.403649479853563,6175356.686293889,2.0,37.91778121908641,0.6885428632674934,0.0,0.0,25.356607256821206
802,yorkshire and the humber,2020-11-27,3544.3392133482757,3028818532028.414,2136377.438579829,0.7991306708549909,0.8991306708549909,0.9991306708549909,"(360.9587476876341, 35.005321965885656, 3.64323092263486, 7.403649479853563, 6175356.686293889, 2.0, 10.985708239701566, 1.0, 0.0, 0.0, 24.27505153746646)",360.9587476876341,35.005321965885656,3.64323092263486,7.403649479853563,6175356.686293889,2.0,10.985708239701566,1.0,0.0,0.0,24.27505153746646
806,yorkshire and the humber,2020-12-04,5078.870538447812,4340153772723.077,2136377.438579829,0.7000857764222398,0.80004288821112,0.9,"(275.3009345127089, 28.603673447995288, 2.76344725880022, 7.403649479853563, 6175356.686293889, 2.0, 17.024288008775144, 1.0, 0.0, 0.0, 24.657834234366298)",275.3009345127089,28.603673447995288,2.76344725880022,7.403649479853563,6175356.686293889,2.0,17.024288008775144,1.0,0.0,0.0,24.657834234366298
810,yorkshire and the humber,2020-12-11,662.234221358552,565912899826.3563,2136377.438579829,0.7000857764222398,0.8000857764222399,0.9000857764222397,"(243.2138166081703, 16.95118680945076, 2.0528348008113126, 7.403649479853563, 6175356.686293889, 2.0, 3.3656256670911886, 0.6885428632674934, 0.0, 0.0, 24.732612143190483)",243.2138166081703,16.95118680945076,2.0528348008113126,7.403649479853563,6175356.686293889,2.0,3.3656256670911886,0.6885428632674934,0.0,0.0,24.732612143190483
814,yorkshire and the humber,2020-12-18,7111.685248384276,6077297565971.661,2136377.438579829,0.9000857764222397,1.00008577642224,1.10008577642224,"(265.10359028827315, 22.173461435281375, 2.0185579029681753, 7.403649479853563, 6175356.686293889, 2.0, 18.5586401730137, 1.0, 0.0, 0.0, 23.146808402336166)",265.10359028827315,22.173461435281375,2.0185579029681753,7.403649479853563,6175356.686293889,2.0,18.5586401730137,1.0,0.0,0.0,23.146808402336166
817,yorkshire and the humber,2020-12-23,3795.795369181752,3243700635274.275,2136377.438579829,0.9000857764222397,1.00008577642224,1.10008577642224,"(217.16772919541054, 21.006225836844663, 1.9003172609939216, 7.403649479853563, 6175356.686293889, 2.0, 5.574322363194469, 0.8358130117269776, 0.0, 0.0, 27.449842504686867)",217.16772919541054,21.006225836844663,1.9003172609939216,7.403649479853563,6175356.686293889,2.0,5.574322363194469,0.8358130117269776,0.0,0.0,27.449842504686867
822,yorkshire and the humber,2021-01-08,2608.4936865339396,2229090824235.6133,2136377.438579829,1.099044894432751,1.2495224472163755,1.4000000000000001,"(260.489707606925, 24.162535846042207, 2.523034031446835, 7.403649479853563, 6175356.686293889, 2.0, 1.9772225928902316, 1.0, 0.0, 0.0, 26.41725785896215)",260.489707606925,24.162535846042207,2.523034031446835,7.403649479853563,6175356.686293889,2.0,1.9772225928902316,1.0,0.0,0.0,26.41725785896215
826,yorkshire and the humber,2021-01-15,3020.9780817539554,2486399092710.335,2057611.0,1.1010408819894888,1.2015184347731134,1.3019959875567377,"(109.10362211321771, 6.389260439105345, 0.6684812510742199, 7.427382261514569, 7253417.328874764, 2.0, 5.2817984041629655, 1.0, 0.0, 0.0, 25.25241125104146)",109.10362211321771,6.389260439105345,0.6684812510742199,7.427382261514569,7253417.328874764,2.0,5.2817984041629655,1.0,0.0,0.0,25.25241125104146
830,yorkshire and the humber,2021-01-22,891.6341620775481,761946842931.8018,2136377.438579829,0.801040881989489,0.951040881989489,1.1010408819894888,"(73.43906017312153, 5.85261057559795, 0.6624173768055618, 7.403649479853563, 6175356.686293889, 2.0, 2.0028022138505475, 0.25804563434906524, 0.0, 0.0, 25.127547502286124)",73.43906017312153,5.85261057559795,0.6624173768055618,7.403649479853563,6175356.686293889,2.0,2.0028022138505475,0.25804563434906524,0.0,0.0,25.127547502286124
834,yorkshire and the humber,2021-01-29,4129.817702016568,2429963985316.3945,1470987.438579829,0.8,0.9500000000000001,1.1,"(74.15909727091687, 5.856941574206693, 0.658152515182586, 7.314831855911215, 6249807.732093092, 2.0, 6.914531855412933, 0.7615442741010053, 0.0, 0.0, 24.722376365983084)",74.15909727091687,5.856941574206693,0.658152515182586,7.314831855911215,6249807.732093092,2.0,6.914531855412933,0.7615442741010053,0.0,0.0,24.722376365983084
838,yorkshire and the humber,2021-02-05,5325.85236701853,4551212335242.146,2136377.438579829,0.7989591180105112,0.8994366707941356,0.99991422357776,"(55.98768939670688, 7.230887586223083, 0.7876780550952618, 7.403649479853563, 6175356.686293889, 2.0, 11.47356835284461, 0.6885428632674934, 0.16418698827302244, 0.0, 23.790477313539416)",55.98768939670688,7.230887586223083,0.7876780550952618,7.403649479853563,6175356.686293889,2.0,11.47356835284461,0.6885428632674934,0.16418698827302244,0.0,23.790477313539416
